Longitude,Latitude,AvgDailyTrafficCount
-79.89623065,40.5783461,789
-79.80644559,40.49728462,793
-79.73336184,40.51984923,811
-80.13227392,40.38536003,849
-80.1557555,40.58910128,850
-80.00059044,40.4384828,853
-80.2139378,40.58898489,861
-80.18925701,40.57153849,863
-80.08121198,40.50727899,870
-80.16461322,40.40617023,892
-80.23718558,40.42360337,924
-80.17600399,40.53386232,927
-79.81869584,40.59543133,927
-79.75933495,40.53641996,928
-79.86998432,40.39013548,943
-79.91152322,40.21166706,945
-79.80738735,40.42537029,968
-79.81955655,40.36913222,973
-80.30204707,40.45941995,988
-79.87328581,40.6219093,994
-80.15138284,40.56342608,1016
-80.13783041,40.48841317,1024
-80.27560641,40.55228224,1048
-79.84648206,40.29037645,1056
-80.24683343,40.38164585,1058
-79.84283986,40.36380839,1077
-79.92478767,40.5020629,1078
-80.15767811,40.51256465,1082
-79.86273966,40.58218424,1083
-80.26294298,40.44194958,1094
-79.7128379,40.50872896,1103
-79.91962222,40.5459002,1156
-79.8091387,40.50250293,1181
-79.86155474,40.33107517,1188
-79.90830312,40.25528999,1209
-80.16072333,40.40051974,1221
-79.74142648,40.62157846,1250
-79.84876266,40.29763705,1280
-80.01004784,40.39874483,1287
-80.14190167,40.59549585,1290
-80.06244565,40.44022235,1310
-80.14050018,40.53608201,1315
-80.0488426,40.35932749,1316
-79.75746516,40.52406736,1317
-79.88824055,40.61382055,1325
-79.914138,40.20221066,1335
-80.0753166,40.47166609,1335
-79.80086253,40.50683682,1338
-79.97059271,40.27397807,1343
-79.87079992,40.3482271,1347
-79.76321437,40.60756604,1371
-79.76276686,40.6074511,1371
-79.90267742,40.30840602,1382
-79.73743304,40.64235716,1385
-79.98387381,40.39604777,1406
-79.7000743,40.50055753,1414
-80.11982359,40.57944632,1417
-79.8525106,40.60933953,1418
-80.26091149,40.44437823,1425
-79.69661145,40.48918739,1429
-80.1711086,40.50927568,1449
-79.95551417,40.52612662,1454
-79.931899,40.49479798,1456
-80.11615287,40.56808316,1466
-80.16837751,40.51620141,1524
-80.04469158,40.37726331,1529
-80.11212426,40.59512014,1568
-79.90341252,40.31638291,1606
-80.09697887,40.67382269,1617
-79.81345734,40.63538003,1634
-79.89728335,40.55563462,1652
-79.71066046,40.52865647,1664
-80.10195253,40.64159095,1677
-80.13412693,40.4201609,1677
-79.85240921,40.27424738,1695
-80.14024758,40.5323109,1695
-79.82042235,40.22993798,1696
-80.15515405,40.4142098,1706
-79.78292949,40.47349497,1716
-80.01622681,40.29950641,1725
-79.96560663,40.52099855,1726
-80.03269381,40.46444659,1756.5
-80.01388126,40.45204479,1760
-80.05895591,40.34441928,1777
-79.99441287,40.43634804,1783
-79.79133863,40.3284612,1801
-79.78904291,40.58871444,1808
-79.9386252,40.58126705,1815
-80.14877776,40.42389295,1820
-80.02182426,40.46331323,1821
-80.16083748,40.37802051,1840
-79.8583971,40.60496632,1845
-80.15589214,40.4909442,1846
-79.81106572,40.55491427,1850.5
-79.83805491,40.61058439,1873
-80.1287915,40.59971148,1875
-80.09159719,40.56997361,1882
-80.15265683,40.40460454,1895
-79.82232191,40.4350143,1899
-79.82086304,40.43318941,1921
-79.84340866,40.35392375,1929
-79.96417921,40.35357872,1933
-79.8090795,40.28077386,1966
-79.97035759,40.284892,1966
-80.2204487,40.5790836,1966
-80.14079032,40.40718483,2001
-79.92185379,40.4620607,2022
-79.69707074,40.47112613,2024
-79.95728803,40.44131846,2024
-79.79749254,40.35669208,2093
-80.29380348,40.42629009,2096
-79.70465935,40.4468652,2100
-79.85126247,40.29927877,2102
-80.03607262,40.65709775,2105
-79.82567272,40.28556765,2119
-80.10171525,40.6293471,2121
-79.79998234,40.58045005,2127
-80.25170517,40.45027041,2138
-80.25850421,40.44576745,2138
-79.77647275,40.43774762,2139
-80.2829219,40.49837976,2143
-79.81787513,40.38160693,2145
-79.85451574,40.55162039,2147
-80.14311504,40.61505737,2155
-79.83516746,40.25369594,2156
-79.92746902,40.43058327,2161
-80.11740633,40.41247125,2185
-79.99373698,40.45015983,2185
-79.83930713,40.64069232,2197
-80.22055602,40.41663658,2200
-80.07984579,40.49026375,2203
-79.82696104,40.2610784,2224
-80.0074688,40.43958979,2227
-79.79564612,40.64892335,2228
-79.97086664,40.58967211,2249
-79.75665749,40.43879519,2269
-79.99862971,40.451181,2276
-79.98640496,40.4176104,2276
-79.82845652,40.43081867,2292
-79.88986163,40.30887697,2298
-79.85394626,40.30722434,2321
-80.07985908,40.48544936,2323
-80.00021597,40.47417782,2362
-80.14871726,40.40371615,2380
-79.71285588,40.66973553,2387
-79.92581307,40.33487375,2387
-79.90719257,40.46181921,2401
-79.94838584,40.5036309,2448.5
-79.91745437,40.20268604,2451
-79.8725096,40.32244526,2458
-80.1391271,40.38989757,2468
-79.99959407,40.3941259,2474
-79.80523091,40.55704433,2482
-80.00204817,40.4424693,2492
-79.95059773,40.43434813,2498
-79.8642105,40.306994,2529
-80.010796,40.53562698,2529
-80.0592314,40.4903408,2547
-79.90830823,40.37821242,2562
-80.16902502,40.40539873,2570
-79.96178841,40.51368134,2580
-80.11572748,40.50853284,2587
-79.99667634,40.43580531,2589
-80.00986265,40.42289136,2598.5
-79.80378744,40.37816355,2600
-80.13070574,40.44418626,2605.5
-79.80883661,40.364898,2613
-79.78471172,40.57768457,2626
-79.9505813,40.54561131,2630
-80.04585997,40.65199618,2636
-79.8051336,40.44774618,2644
-80.0869656,40.44578722,2651
-80.01771247,40.46726279,2664.5
-80.03505661,40.47393862,2666
-80.18157393,40.46935425,2683
-80.00403163,40.43790973,2690
-79.79059503,40.34521074,2712
-80.02496363,40.40431042,2735
-80.07817479,40.51067336,2743
-79.89566278,40.45898836,2746
-79.75798646,40.61421345,2750
-79.85274642,40.2410659,2766
-80.1088387,40.64310943,2771
-79.97595957,40.61470095,2785
-79.90567973,40.40670514,2792
-79.87595065,40.39024939,2810
-79.8382457,40.65324187,2814
-79.98184813,40.28824495,2827
-79.78565915,40.64558597,2842
-79.99339386,40.67322102,2858
-79.97642333,40.3112374,2861
-80.00544559,40.43898182,2874.5
-79.98478139,40.48456612,2903
-80.02859716,40.49891606,2903
-80.17484844,40.35833143,2909
-79.82961954,40.48603854,2918
-79.7890125,40.39383987,2949
-80.13725823,40.36558451,2968
-79.89122003,40.39479888,2973
-80.0818109,40.40839706,2978
-80.07955063,40.4506875,2996
-79.947343,40.31241382,3013
-80.03492562,40.52359281,3024.5
-79.70601645,40.45173052,3034
-79.85891752,40.32002336,3047
-79.83199535,40.40296048,3049
-79.89763776,40.43966654,3050.5
-80.04385276,40.3847952,3053
-79.82418459,40.54392925,3065
-79.98737793,40.32901181,3087.5
-79.98261748,40.49406751,3096
-79.98859996,40.42935602,3096
-79.89878522,40.45274338,3117.5
-80.00805708,40.39240491,3133
-79.95762417,40.46399929,3134
-80.24864864,40.39997435,3135
-79.87028264,40.34084913,3135
-79.92877515,40.45275982,3153
-79.99790912,40.41594627,3163
-80.11402747,40.65251326,3164
-79.94931803,40.49267279,3189
-79.93980354,40.42256027,3200
-80.25061802,40.50871547,3202
-79.87994537,40.36115699,3214
-79.82212544,40.21443376,3223
-80.14961528,40.55074267,3225
-79.98216102,40.42776047,3225
-80.07634976,40.43956958,3233
-80.08586603,40.64380701,3241
-79.79716131,40.65091649,3267
-79.79878696,40.64982764,3268
-79.82807412,40.38952787,3270
-80.13527615,40.49095715,3279
-79.81794042,40.38169186,3282
-79.81398852,40.39504686,3282
-79.8622094,40.40294328,3303
-79.81497701,40.60629991,3307
-79.84487328,40.42167535,3312
-79.85023628,40.63720788,3314
-79.84201913,40.6166416,3327
-79.83250818,40.39466273,3330.5
-79.76629761,40.43453607,3335
-79.99674325,40.43714395,3342
-80.06055605,40.52196387,3361
-80.0719935,40.60187604,3369
-80.02170172,40.5720387,3380
-80.14161138,40.42250286,3419
-79.99528544,40.44226042,3431.5
-79.75005536,40.66438756,3434
-79.95871217,40.5571166,3438.5
-79.95532254,40.44993966,3448
-79.8938506,40.28718137,3454
-79.96712356,40.34238805,3456.5
-80.14930243,40.34450597,3462
-79.99732396,40.57752218,3473
-80.10592691,40.49697239,3480
-80.0833783,40.64560012,3482
-80.08517751,40.4916919,3498
-80.11281955,40.35049311,3502
-80.11850635,40.35613872,3511
-80.01440107,40.59178035,3522
-79.83865132,40.45275401,3541
-79.79464848,40.37376813,3543.5
-80.04867259,40.37367577,3555
-79.99768647,40.43682469,3568
-79.78104814,40.55538692,3577
-79.95218212,40.58036351,3605.5
-80.23386137,40.5110889,3611
-80.22280384,40.37334602,3615
-79.75983008,40.44286364,3627
-79.97888199,40.66737455,3640
-79.76387913,40.62564239,3662
-79.99313282,40.58447459,3668
-79.96434652,40.50237059,3676
-79.95473384,40.57238222,3677.5
-79.73032238,40.60574995,3683
-80.20819099,40.58516638,3686
-79.96375105,40.43568915,3686
-79.98695749,40.4386305,3691
-79.85383508,40.41176813,3693
-80.11427254,40.38989858,3720
-79.87655006,40.54189257,3726
-79.87045193,40.60144534,3727
-80.1106993,40.39572168,3727.5
-79.98733275,40.54409705,3732
-79.93194164,40.51680193,3741
-79.92143526,40.50233188,3749
-79.80974492,40.49373024,3776
-79.93132947,40.52483955,3801
-79.99435857,40.44626615,3817
-80.04168799,40.48195197,3821
-79.87404243,40.43801067,3859
-80.05358644,40.46499156,3863
-80.04559985,40.49278238,3866
-80.1372292,40.48560341,3881
-80.16944612,40.34702663,3888
-80.23484458,40.40584296,3892
-79.99804047,40.43629228,3899
-80.15277037,40.5137934,3919
-79.86502661,40.41668532,3927
-80.14945762,40.35012548,3949
-80.02539233,40.62342499,3954
-79.96661181,40.5245717,3955
-80.16477952,40.51095983,3965
-79.93822503,40.43830797,3965
-79.99259889,40.44148624,3972
-79.79614778,40.44994226,3989
-79.88981764,40.44536786,3992
-79.96016636,40.54809753,4004.5
-79.96738357,40.35488948,4032
-79.89148217,40.65536293,4064
-79.95667276,40.43528491,4074
-79.95386205,40.28001178,4081
-80.1973794,40.41403597,4093
-80.04421532,40.3910535,4097
-80.01012181,40.46558159,4106
-79.96960514,40.55978451,4107
-80.05983179,40.56369338,4108
-79.86681879,40.45253421,4108
-80.2858422,40.47927308,4130
-79.81789122,40.30116425,4148
-80.05271472,40.46699221,4165
-79.93307275,40.44547673,4188
-79.87059815,40.43531198,4191.5
-80.09667624,40.54366556,4198
-79.89130854,40.34756515,4210
-79.99121311,40.43612326,4218
-80.04942003,40.37050211,4228
-80.20344725,40.38992298,4230
-79.88346086,40.40017462,4233
-79.79925565,40.43812185,4246
-79.91487653,40.4456426,4249
-79.72396204,40.65245102,4252
-79.77959456,40.51363096,4274
-79.85314417,40.6200464,4282
-80.17218338,40.34156938,4309
-79.964125,40.54230985,4318
-79.76049654,40.43998738,4320.5
-80.12387463,40.368429,4339
-79.89153885,40.40520098,4344
-79.90368287,40.54403692,4345
-79.99263495,40.31408658,4352
-80.23883416,40.44103288,4357
-80.20222577,40.57112214,4357
-80.13793209,40.43106537,4374
-79.9238693,40.48792945,4379
-79.88885263,40.4327462,4389
-79.864965,40.343396,4403
-80.11969014,40.55225528,4418
-79.89655676,40.4938015,4419
-79.83591218,40.21664489,4430
-79.83195181,40.61729694,4434
-79.88184036,40.4047857,4448
-79.82499897,40.35512183,4454
-80.02292734,40.44026272,4459
-80.19438615,40.44738425,4474
-79.87362317,40.34728259,4484
-80.02190574,40.39513534,4486
-79.9474449,40.61294279,4492
-80.13002628,40.39042704,4514
-79.89239005,40.30542912,4519
-79.88702267,40.32689949,4558
-79.87119918,40.59919581,4564
-79.83322382,40.62296243,4573
-79.94011369,40.52821251,4580
-79.93139262,40.48915884,4586.5
-79.84144338,40.33446845,4589
-79.82843807,40.58620733,4590
-80.03841067,40.50475872,4595
-79.94678631,40.49421211,4610
-80.14511709,40.35400622,4630
-79.8928697,40.57246193,4642
-80.0472561,40.39126453,4644
-79.77306133,40.49702797,4659
-80.22709067,40.4116064,4662
-80.25801024,40.5640679,4668
-80.06297577,40.60744662,4677
-80.13303564,40.66280438,4679
-79.99315444,40.3453346,4691
-80.00485905,40.44134626,4701
-79.91559055,40.54878219,4707
-79.97066578,40.50390869,4724
-80.17089685,40.60658533,4741
-79.89138921,40.48667021,4741
-80.07361273,40.44228003,4744
-79.97319736,40.52188593,4772
-80.00157045,40.66717404,4773
-79.86369887,40.20196808,4809
-79.87363517,40.49047561,4820
-79.75316943,40.60684258,4830
-80.02368937,40.29892509,4839
-80.11073905,40.33659569,4870
-79.8542531,40.54394385,4879
-80.12098722,40.39863268,4880
-80.09860823,40.38962211,4897
-79.89401217,40.5168524,4898
-79.92527362,40.45570035,4909
-80.03718665,40.47198951,4918
-79.8082841,40.46699655,4920
-79.96156149,40.57030877,4926
-79.89112101,40.60699932,4934
-79.88789559,40.57775461,4936
-80.18763802,40.38443872,4939
-80.04343241,40.41387136,4977
-79.92002419,40.65228928,4978.5
-79.81780665,40.43124261,4979
-80.2023678,40.42713884,4990
-79.99718277,40.61477861,4993
-79.95890201,40.46834967,5003
-80.14149248,40.45755658,5027
-79.80874125,40.37181397,5045
-80.07708753,40.57698481,5059
-79.82081113,40.567243,5073
-80.03650548,40.66970478,5109
-79.80948709,40.24380072,5112
-79.96536164,40.41840852,5115.5
-80.1751884,40.33866244,5167
-79.9499974,40.34791144,5172
-80.06554269,40.45392547,5187
-80.07285413,40.64663066,5188
-80.18374919,40.49599182,5202
-80.07505613,40.57505047,5204
-79.85641763,40.45775209,5225
-79.77316612,40.44473581,5242
-79.97793564,40.35287447,5249
-80.05151477,40.34946182,5254.5
-80.13165581,40.39760406,5266
-80.15174015,40.51234594,5270
-79.88385413,40.39648561,5273
-79.88841878,40.42997019,5295
-79.85484735,40.20731572,5305
-79.96498669,40.55042479,5306
-79.8044261,40.54641655,5327
-80.03256132,40.49417123,5344
-80.06919161,40.67298992,5355.5
-80.06716587,40.66255254,5365.5
-80.05433764,40.6214858,5388
-79.88262741,40.40380872,5400.5
-80.04584551,40.58829738,5427
-80.2517681,40.52583103,5428
-80.28994376,40.54772259,5436
-80.15666895,40.60958247,5473
-80.18369808,40.49605457,5481
-79.87544495,40.58885782,5482
-80.1700359,40.34236039,5484
-80.19916013,40.49449019,5485
-79.87175092,40.19890043,5498
-79.98685138,40.42874021,5508
-79.85745814,40.44195267,5509
-80.03247811,40.55875974,5513
-79.89856833,40.42038202,5526
-80.06462588,40.54563004,5528
-79.84960968,40.34943843,5548
-80.17445371,40.50401122,5571
-80.13903602,40.50382667,5594
-80.01638389,40.35911142,5599
-80.06505169,40.51781066,5619
-80.08801278,40.67231202,5621
-79.70975123,40.44757392,5636
-79.90162967,40.4575899,5648
-79.87983225,40.551529,5651
-79.90745649,40.33976642,5657
-80.05378553,40.54505538,5661
-80.12260737,40.59915217,5676
-80.16428716,40.47049281,5681
-79.72592627,40.46164502,5683
-79.98085514,40.41769978,5697.333333
-79.73396272,40.45468107,5719
-79.96498745,40.38787294,5779
-80.07248772,40.44940194,5799
-79.9872633,40.65875618,5800
-79.84626378,40.44481457,5805
-79.90796045,40.45176107,5862
-80.18353904,40.39316389,5864
-79.86939086,40.55587819,5876
-80.01594289,40.31041081,5882
-79.9906935,40.28727245,5921
-79.84850043,40.25469261,5924
-80.1687714,40.38075576,5930
-79.790428,40.57135582,5932
-80.00921177,40.41462511,5932.5
-80.2347748,40.54447919,5938
-80.03671555,40.51802382,5940
-79.86596027,40.5778841,5941
-79.79640914,40.44504722,5970
-80.02781912,40.46434548,5975
-79.96935513,40.50499442,5986
-79.71080859,40.44857145,6004
-80.10516875,40.35188951,6012
-80.26908906,40.51278844,6012.5
-79.91267062,40.33845583,6040
-79.90023966,40.54863807,6049
-80.15064337,40.37906466,6054
-79.74025762,40.48904513,6069
-80.07836561,40.56427891,6077
-79.96684881,40.42285581,6085
-79.92427135,40.28134005,6093.5
-79.80013437,40.4891013,6097
-80.03374123,40.39925961,6113
-80.13133653,40.35778538,6142
-80.18936457,40.54728101,6145
-79.99157554,40.44206391,6164
-79.86914105,40.63325035,6173
-79.91834767,40.30499395,6177
-79.80640599,40.51554392,6177
-80.00484321,40.44816331,6181
-80.13574926,40.6091077,6206
-80.05326729,40.64122108,6222
-80.00148446,40.68171776,6244
-80.20264674,40.41882872,6311
-80.06408576,40.62295374,6338
-79.90979702,40.61742654,6347
-80.08217196,40.44269089,6355
-79.99613154,40.30947252,6359
-80.02253637,40.46785458,6366
-80.00042362,40.50357596,6367
-79.89235907,40.34780473,6376
-79.87214848,40.43383318,6379
-79.81701824,40.5443436,6384
-79.93280332,40.47850304,6393
-79.99192045,40.42210681,6402.75
-79.97082481,40.36563141,6418
-79.95928167,40.57965739,6424
-79.88528305,40.44196687,6428
-80.19550868,40.48492472,6440
-80.13381078,40.48204988,6456
-79.90463026,40.4089446,6461
-80.24481706,40.44814803,6465
-80.079204,40.58428671,6470
-79.93519961,40.61558144,6471
-80.08065953,40.48109832,6485
-79.96164144,40.36090098,6499
-80.18917035,40.53089696,6586
-80.17504769,40.49994099,6604
-80.11479497,40.36805182,6614
-79.83149714,40.36125156,6627
-80.00703584,40.33641299,6638
-79.96418983,40.44887076,6657
-79.97634924,40.4563429,6673
-80.06639279,40.46582224,6677
-80.12377005,40.50242859,6703
-79.93800516,40.42494406,6709.5
-79.90966117,40.30688925,6718
-79.96551324,40.35184269,6740
-80.05820481,40.30585007,6743
-80.06126686,40.42685331,6756
-79.90048243,40.45529867,6783
-79.8892792,40.39099581,6794
-79.92538327,40.49737406,6805
-80.09065196,40.38328989,6809
-80.0071868,40.43411937,6815
-79.85202074,40.26291643,6829
-79.8990999,40.6244054,6829
-79.91157285,40.43552178,6834
-79.9557406,40.49411353,6871
-79.86854316,40.35096445,6887
-79.98281198,40.38437363,6894
-79.92005607,40.47176873,6918
-79.8843962,40.42981151,6926
-79.84712014,40.27040324,6937
-80.01637267,40.56927661,6945
-79.99975259,40.41177995,6956
-79.96868896,40.49153603,6961
-80.01782374,40.50738929,6965
-79.85191542,40.44602855,6997
-80.09169026,40.58597985,7016
-79.96828256,40.60622117,7023
-79.89011259,40.35088462,7046
-79.98988677,40.35407404,7083
-80.23142951,40.45609481,7093
-80.06927968,40.47568673,7121
-80.22005721,40.53951615,7132
-80.08522436,40.35083103,7144
-79.77180511,40.48650759,7154
-80.07832635,40.34670352,7165
-79.8262016,40.40881321,7172
-80.03000882,40.33878239,7178
-79.75936223,40.5012759,7202
-79.9164778,40.43475231,7205
-79.93382349,40.43292188,7211
-79.99648754,40.35834486,7213
-79.83616288,40.4910054,7219
-79.86855974,40.46084796,7224
-80.10807109,40.64736841,7232
-80.09367873,40.47299089,7248
-80.05493162,40.43785323,7265
-79.83793822,40.28482022,7290
-80.23302593,40.45515719,7297
-79.86961253,40.4903626,7336
-79.86411448,40.40001696,7364
-80.0095581,40.44823403,7367
-80.10390086,40.56900007,7391
-79.98803099,40.39728496,7397
-79.8189978,40.48435808,7398
-79.80747964,40.38169903,7398
-79.8787179,40.41071269,7407.5
-79.89241415,40.331176,7409
-80.03183262,40.44200022,7488
-79.86444958,40.23842388,7497
-79.86625071,40.28930403,7505
-79.8886952,40.31622916,7505
-80.01578591,40.48550346,7523
-80.00697594,40.37318714,7541
-80.02810572,40.44403606,7555
-80.06991983,40.36172538,7569
-80.00925998,40.64554259,7571
-80.07711785,40.55747546,7581
-80.13696176,40.46909379,7594
-80.18751356,40.4424076,7609
-79.95025176,40.49393263,7617
-80.02613257,40.43645119,7617
-80.02809457,40.36167204,7626
-79.7141813,40.66750298,7627
-79.90176153,40.35778184,7631
-80.06739262,40.59421008,7636
-80.19889447,40.50338382,7645
-79.79393208,40.50434276,7651
-80.00331501,40.44152997,7676
-80.00114741,40.441039,7677
-79.88283101,40.4907381,7706
-79.93795133,40.4910506,7731
-80.07685644,40.39785946,7749
-79.80784057,40.38288897,7751
-80.0411137,40.42358498,7755
-80.08968133,40.65532581,7776
-80.06371434,40.35361115,7777
-80.11289043,40.35714335,7782
-79.96351188,40.42473598,7798
-79.86152302,40.62539823,7806
-79.82704067,40.35559694,7816
-79.85818371,40.47265828,7819
-79.9482361,40.50299583,7829
-79.99946583,40.56189873,7849
-80.08192709,40.61963683,7891
-79.70385879,40.44354849,7896
-79.87909936,40.51494377,7898
-79.95360765,40.31486286,7899
-80.13041122,40.35666239,7922
-79.91520077,40.25901275,7927
-80.00799554,40.31896582,7927
-80.00601105,40.44347189,7942
-79.70709215,40.47252122,7951
-80.20166759,40.53630106,7956
-79.87296234,40.30852454,7958
-80.03863061,40.2958532,7967
-79.92429593,40.39711061,8009
-80.06809958,40.49644446,8019
-80.05074894,40.40173795,8019
-79.90900262,40.45032925,8053
-80.08842558,40.49636062,8058.5
-80.05529119,40.62931844,8076
-79.9540718,40.44384314,8089
-80.09781287,40.67124657,8090
-80.08923178,40.38868272,8100
-80.11606222,40.60672953,8101
-80.09485381,40.55158604,8103
-80.27973494,40.51056686,8112
-79.93949168,40.59424684,8116
-80.0300139,40.44200377,8121
-79.92727978,40.44607191,8137
-80.03045353,40.44178878,8138
-80.10095603,40.41818755,8141
-80.02659137,40.34315928,8145
-80.0481981,40.5333843,8146
-79.9619749,40.30102159,8152
-80.05458842,40.4640626,8174
-79.91467769,40.30963631,8175
-79.82622919,40.35216504,8184
-80.13033966,40.52339013,8186
-79.97096829,40.43655209,8188
-79.92993198,40.46960734,8205
-79.93751818,40.64741943,8207
-79.82941895,40.46476461,8212
-79.7265419,40.66774289,8218
-80.08627946,40.39541672,8219
-80.02139198,40.36450851,8247
-80.00432132,40.56929381,8277
-79.97422452,40.44136947,8278
-80.07180806,40.52800169,8290
-79.81934086,40.55539616,8309
-80.09952689,40.60632919,8310
-80.08716598,40.40839158,8332
-79.90200197,40.32220688,8356
-79.84416701,40.39368594,8362
-79.94464518,40.32766112,8368
-80.20884148,40.49794384,8379
-79.77993917,40.43713566,8388
-79.84994335,40.28071653,8391
-79.877326,40.44122546,8395
-80.03288652,40.57200644,8402
-79.87716946,40.30099611,8411
-80.09363557,40.37464657,8427
-79.97715224,40.40521564,8438
-79.82435502,40.45384093,8464
-79.89987878,40.39618532,8472
-80.24933152,40.50835509,8477
-79.75487515,40.43386009,8480
-79.97106271,40.49090295,8523
-80.00755805,40.65941456,8541
-79.99159408,40.44060218,8549
-80.02646274,40.44716796,8567
-79.97101243,40.40533072,8572
-80.21176518,40.43819708,8573
-80.09471278,40.42724518,8584
-79.83967946,40.53796682,8585
-80.02408843,40.33426643,8593
-79.95794955,40.59103979,8617
-79.80250679,40.43170731,8629
-80.02462671,40.43170511,8636
-79.93904754,40.34577375,8659
-79.96665254,40.43582339,8665
-80.05735686,40.53404171,8665
-79.82097619,40.48762446,8678
-80.13124264,40.52244366,8680
-79.89196742,40.37303781,8698
-80.0282585,40.52278856,8702
-79.83429352,40.42373502,8714
-80.17255799,40.45203213,8725
-79.99321322,40.44028874,8728
-80.11093659,40.43570197,8729
-80.05701309,40.48835691,8743
-79.8725703,40.38267391,8749
-79.97139423,40.43673856,8750
-79.9896866,40.57491708,8810
-80.07730865,40.36017745,8816
-79.95049699,40.58581016,8819
-80.1762355,40.50117759,8826
-79.88015931,40.43717755,8836
-79.99230215,40.51013114,8854
-79.94500006,40.44723339,8856
-80.11092781,40.36150588,8883
-80.18393472,40.5372503,8886
-79.9121447,40.44352917,8889
-79.88740475,40.41707516,8912
-79.89128907,40.36611853,8945
-79.92591797,40.4278783,8951
-80.08992182,40.3869771,8955
-79.9614251,40.53428318,8961
-80.09229647,40.34713498,8976
-79.96524813,40.46543916,8994
-79.79314916,40.50675722,9012
-79.9600276,40.35177071,9021
-79.91834868,40.46420761,9027
-80.0185689,40.66579822,9028
-79.83409051,40.47994726,9035
-80.22980592,40.56503692,9050
-79.76097606,40.45291307,9073
-79.76336987,40.44809405,9073
-79.98359044,40.4355451,9075
-80.02242476,40.5566185,9093
-80.07590865,40.33728075,9096
-79.97506918,40.43722204,9107
-80.19065652,40.4175621,9129
-79.85281092,40.55974696,9132
-80.03603384,40.66840542,9133
-79.80001457,40.39175791,9146.5
-79.97595206,40.49475689,9163
-79.75991359,40.44718103,9187
-79.84046048,40.46280476,9211
-80.06458124,40.4324883,9238
-79.94527934,40.50212314,9244
-80.08996581,40.38534755,9248
-79.794269,40.50828689,9251
-79.95515371,40.46113313,9254
-79.84690132,40.47713302,9258
-79.94137056,40.37474043,9282
-80.21668855,40.57128228,9303
-80.0473469,40.3188236,9327
-79.87524275,40.4395373,9333
-80.0689857,40.43626764,9347.5
-79.72478327,40.426479,9352
-79.90564736,40.39599542,9353
-80.05270059,40.43189521,9399
-80.08630671,40.41683605,9399
-79.72888519,40.62986915,9404
-79.82013752,40.36683078,9406
-79.89675349,40.33440741,9412
-79.8389332,40.40526778,9419
-79.90438327,40.49424723,9439
-80.14499971,40.46377961,9459
-79.97822714,40.45401521,9461
-79.95253831,40.51844247,9463
-79.98261812,40.39031769,9468
-80.04484407,40.49041517,9469
-79.91025175,40.48549037,9477
-79.97895033,40.34509807,9482
-80.17795367,40.523808,9496
-79.95791562,40.56418878,9514
-79.86344126,40.27828579,9534
-79.98497466,40.43943032,9543
-79.9196382,40.48281905,9545
-79.94203212,40.45591311,9560
-80.11443564,40.35502952,9584
-79.99570006,40.51141744,9598
-79.98564459,40.63018266,9617
-80.04634023,40.66084588,9621
-80.01342541,40.56094739,9649
-80.13801303,40.51975183,9650
